astro_sign,title,link,image,Theme,Style Number,Colour,Swing Tag Generation,Tush Tag Generation,Birthday,Release Date,Release Year,Retirement Date,Animal,Subtheme,Size
Virgo,Hairy the Spider,https://beaniepedia.com/beanies/beanie-boos/hairy-the-spider/,https://beaniepedia.com/beanies/files/2019/01/hairyboo.jpg,Beanie Boos,36855,N/A,4,C1,09 September,01/08/2017,2017,-,Spider,Halloween,N/A
Libra,Grinner the Ghost (Medium),https://beaniepedia.com/beanies/beanie-boos/grinner-the-ghost-medium/,https://beaniepedia.com/beanies/files/2019/01/grinnerboo.jpg,Beanie Boos,36411,N/A,4,C1,04 October,01/06/2018,2018,-,Ghost,Halloween,N/A
Libra,Grinner the Ghost,https://beaniepedia.com/beanies/beanie-boos/grinner-the-ghost/,https://beaniepedia.com/beanies/files/2019/01/grinnerboo.jpg,Beanie Boos,36208,N/A,4,C1,04 October,01/06/2018,2018,-,Ghost,Halloween,N/A
Sagittarius,Glitzy the Reindeer (Key Clip),https://beaniepedia.com/beanies/beanie-boos/glitzy-the-reindeer-key-clip/,https://beaniepedia.com/beanies/files/2019/01/glitzybookey.jpg,Beanie Boos,35216,Brown,4,C1,09 December,01/06/2018,2018,-,Reindeer,Christmas,N/A
Sagittarius,Glitzy the Reindeer (Medium),https://beaniepedia.com/beanies/beanie-boos/glitzy-the-reindeer-medium/,https://beaniepedia.com/beanies/files/2019/01/glitzyboo.jpg,Beanie Boos,36423,Brown,4,C1,09 December,01/06/2018,2018,-,Reindeer,Christmas,N/A
Sagittarius,Glitzy the Reindeer,https://beaniepedia.com/beanies/beanie-boos/glitzy-the-reindeer/,https://beaniepedia.com/beanies/files/2019/01/glitzyboo.jpg,Beanie Boos,36220,Brown,4,C1,09 December,01/06/2018,2018,-,Reindeer,Christmas,N/A
Taurus,Glamour the Leopard (Large 2nd Release),https://beaniepedia.com/beanies/beanie-boos/glamour-the-leopard-large-2nd-release/,https://beaniepedia.com/beanies/files/2019/01/glamour2ndbooxl.jpg,Beanie Boos,99991,N/A,4,-,05 May,-,-,-,Leopard,None,N/A
Libra,Ghoulie the Ghost (Medium),https://beaniepedia.com/beanies/beanie-boos/ghoulie-the-ghost-medium/,https://beaniepedia.com/beanies/files/2019/01/ghoulieboo.jpg,Beanie Boos,37079,Orange,4,C1,08 October,01/07/2016,2016,-,Ghost,Halloween,N/A
Libra,Ghoulie the Ghost,https://beaniepedia.com/beanies/beanie-boos/ghoulie-the-ghost/,https://beaniepedia.com/beanies/files/2019/01/ghoulieboo.jpg,Beanie Boos,37192,Orange,4,C1,08 October,01/07/2016,2016,-,Ghost,Halloween,N/A
Pisces,Gilda the Flamingo (Key Clip),https://beaniepedia.com/beanies/beanie-boos/gilda-the-flamingo-key-clip/,https://beaniepedia.com/beanies/files/2019/01/gildabookey.jpg,Beanie Boos,35210,Pink,4,C1,26 February,01/06/2017,2017,-,N/A,None,N/A
Pisces,Gilda the Flamingo (Large),https://beaniepedia.com/beanies/beanie-boos/gilda-the-flamingo-large/,https://beaniepedia.com/beanies/files/2019/01/gildaboolarge.jpg,Beanie Boos,36892,Pink,4,C1,26 February,01/06/2017,2017,-,N/A,None,N/A
Pisces,Megg the Chick (Medium),https://beaniepedia.com/beanies/beanie-boos/megg-the-chick-medium/,https://beaniepedia.com/beanies/files/2019/01/meggboo-1.jpg,Beanie Boos,N/A,N/A,4,C1,15 March,01/01/2019,2019,-,N/A,Easter,N/A
Pisces,Megg the Chick,https://beaniepedia.com/beanies/beanie-boos/megg-the-chick/,https://beaniepedia.com/beanies/files/2019/01/meggboo-1.jpg,Beanie Boos,N/A,N/A,4,C1,15 March,01/01/2019,2019,-,N/A,Easter,N/A
Pisces,Gilda the Flamingo (Medium),https://beaniepedia.com/beanies/beanie-boos/gilda-the-flamingo-medium/,https://beaniepedia.com/beanies/files/2019/01/gilda.jpg,Beanie Boos,37262,Pink,4,C1,26 February,01/06/2017,2017,-,N/A,None,N/A
Pisces,Gilda the Flamingo,https://beaniepedia.com/beanies/beanie-boos/gilda-the-flamingo/,https://beaniepedia.com/beanies/files/2019/01/gilda.jpg,Beanie Boos,36848,Pink,4,C1,26 February,01/06/2017,2017,-,N/A,None,N/A
Virgo,Gilbert the Giraffe (Key Clip),https://beaniepedia.com/beanies/beanie-boos/gilbert-the-giraffe-key-clip/,https://beaniepedia.com/beanies/files/2019/01/gilbertbookey.jpg,Beanie Boos,35011,N/A,4,C1,23 August,01/01/2017,2017,-,Giraffe,None,N/A
Virgo,Gilbert the Giraffe (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/gilbert-the-giraffe-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/01/gilbertboo.png,Beanie Boos,37205,N/A,4,C1,23 August,01/01/2017,2017,-,Giraffe,Charity,N/A
Virgo,Gilbert the Giraffe (Medium),https://beaniepedia.com/beanies/beanie-boos/gilbert-the-giraffe-medium/,https://beaniepedia.com/beanies/files/2019/01/gilbertboo.png,Beanie Boos,37142,N/A,4,C1,23 August,01/01/2017,2017,-,Giraffe,None,N/A
Virgo,Gilbert the Giraffe,https://beaniepedia.com/beanies/beanie-boos/gilbert-the-giraffe/,https://beaniepedia.com/beanies/files/2019/01/gilbertboo.png,Beanie Boos,37220,N/A,4,C1,23 August,01/01/2017,2017,-,Giraffe,None,N/A
Scorpio,Gia the Giraffe,https://beaniepedia.com/beanies/beanie-boos/gia-the-giraffe/,https://beaniepedia.com/beanies/files/2019/01/giaboo.jpg,Beanie Boos,36259,N/A,4,C1,09 November,01/10/2018,2018,-,Giraffe,Claire's,N/A
Libra,George the Gorilla (Key Clip),https://beaniepedia.com/beanies/beanie-boos/george-the-gorilla-key-clip/,https://beaniepedia.com/beanies/files/2019/01/georgebookey.jpg,Beanie Boos,35026,Black,4,C1,18 October,01/01/2017,2017,-,Gorilla,None,N/A
Libra,George the Gorilla (Medium),https://beaniepedia.com/beanies/beanie-boos/george-the-gorilla-medium/,https://beaniepedia.com/beanies/files/2019/01/georgeboobuddy.jpg,Beanie Boos,37144,Black,4,C1,18 October,01/01/2017,2017,-,Gorilla,None,N/A
Libra,George the Gorilla (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/george-the-gorilla-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/01/georgeboo.jpg,Beanie Boos,37204,Black,4,C1,18 October,01/12/2016,2016,-,Gorilla,Charity,N/A
Libra,George the Gorilla,https://beaniepedia.com/beanies/beanie-boos/george-the-gorilla/,https://beaniepedia.com/beanies/files/2019/01/georgeboo.jpg,Beanie Boos,37222,Black,4,C1,18 October,01/12/2016,2016,-,Gorilla,None,N/A
Leo,Gatsby the Dog,https://beaniepedia.com/beanies/beanie-boos/gatsby-the-dog/,https://beaniepedia.com/beanies/files/2019/01/gatsbyboo.jpg,Beanie Boos,37206,White,4,C1,24 July,01/09/2016,2016,-,Dog,None,N/A
Gemini,Gabby the Goat,https://beaniepedia.com/beanies/beanie-boos/gabby-the-goat/,https://beaniepedia.com/beanies/files/2019/01/gabbyboo.jpg,Beanie Boos,36843,Grey,4,C1,02 June,01/04/2017,2017,-,Goat,None,N/A
Sagittarius,Frost the Bear (Key Clip),https://beaniepedia.com/beanies/beanie-boos/frost-the-bear-key-clip/,https://beaniepedia.com/beanies/files/2019/01/frostbearbookey.jpg,Beanie Boos,36566,White,4,C1,08 December,01/11/2018,2018,-,N/A,Claire's Christmas,N/A
Sagittarius,Frost the Bear (Large),https://beaniepedia.com/beanies/beanie-boos/frost-the-bear-large/,https://beaniepedia.com/beanies/files/2019/01/frostbearboo.jpg,Beanie Boos,36751,White,4,C1,08 December,01/11/2018,2018,-,N/A,Claire's Christmas,N/A
Sagittarius,Frost the Bear (Medium),https://beaniepedia.com/beanies/beanie-boos/frost-the-bear-medium/,https://beaniepedia.com/beanies/files/2019/01/frostbearboo.jpg,Beanie Boos,36428,White,4,C1,08 December,01/11/2018,2018,-,N/A,Claire's Christmas,N/A
Sagittarius,Frost the Bear,https://beaniepedia.com/beanies/beanie-boos/frost-the-bear/,https://beaniepedia.com/beanies/files/2019/01/frostbearboo.jpg,Beanie Boos,36256,White,4,C1,08 December,01/11/2018,2018,-,N/A,Claire's Christmas,N/A
Sagittarius,Frost the Arctic Fox (Medium),https://beaniepedia.com/beanies/beanie-boos/frost-the-arctic-fox-medium/,https://beaniepedia.com/beanies/files/2019/01/frostboo.jpg,Beanie Boos,37152,White,4,C1,15 December,01/08/2017,2017,-,N/A,None,N/A
Sagittarius,Frost the Arctic Fox,https://beaniepedia.com/beanies/beanie-boos/frost-the-arctic-fox/,https://beaniepedia.com/beanies/files/2019/01/frostboo.jpg,Beanie Boos,37247,White,4,C1,15 December,01/08/2017,2017,-,N/A,None,N/A
Taurus,Yappy the Chihuahua (Medium),https://beaniepedia.com/beanies/flippables/yappy-the-chihuahua-medium/,https://beaniepedia.com/beanies/files/2019/01/yappy-1.jpg,Flippables,36438,N/A,1,C1,12 May,01/06/2018,2018,-,Dog,None,N/A
Virgo,Tremor the Dinosaur (Medium),https://beaniepedia.com/beanies/flippables/tremor-the-dinosaur-medium/,https://beaniepedia.com/beanies/files/2019/01/tremor-1.jpg,Flippables,36432,N/A,1,C1,05 September,01/06/2018,2018,-,Dinosaur,None,N/A
Virgo,Tremor the Dinosaur,https://beaniepedia.com/beanies/flippables/tremor-the-dinosaur/,https://beaniepedia.com/beanies/files/2019/01/tremor-1.jpg,Flippables,36263,N/A,1,C1,05 September,01/06/2018,2018,-,Dinosaur,None,N/A
Sagittarius,Stompy the Dinosaur (Medium),https://beaniepedia.com/beanies/flippables/stompy-the-dinosaur-medium/,https://beaniepedia.com/beanies/files/2019/01/stompy.jpg,Flippables,36431,N/A,1,C1,26 November,01/06/2018,2018,-,Dinosaur,None,N/A
Sagittarius,Stompy the Dinosaur,https://beaniepedia.com/beanies/flippables/stompy-the-dinosaur/,https://beaniepedia.com/beanies/files/2019/01/stompy.jpg,Flippables,36262,N/A,1,C1,26 November,01/06/2018,2018,-,Dinosaur,None,N/A
Aries,Sparkle the Unicorn (Medium),https://beaniepedia.com/beanies/flippables/sparkle-the-unicorn-medium/,https://beaniepedia.com/beanies/files/2019/01/sparkle.jpg,Flippables,36436,N/A,1,C1,06 April,01/06/2018,2018,-,Unicorn,None,N/A
Aries,Sparkle the Unicorn,https://beaniepedia.com/beanies/flippables/sparkle-the-unicorn/,https://beaniepedia.com/beanies/files/2019/01/sparkle.jpg,Flippables,36266,N/A,1,C1,06 April,01/06/2018,2018,-,Unicorn,None,N/A
Cancer,Pinky the Flamingo (Medium),https://beaniepedia.com/beanies/flippables/pinky-the-flamingo-medium/,https://beaniepedia.com/beanies/files/2019/01/pinky-1.jpg,Flippables,36437,N/A,1,C1,08 July,01/06/2018,2018,-,N/A,None,N/A
Cancer,Pinky the Flamingo,https://beaniepedia.com/beanies/flippables/pinky-the-flamingo/,https://beaniepedia.com/beanies/files/2019/01/pinky-1.jpg,Flippables,36267,N/A,1,C1,08 July,01/06/2018,2018,-,N/A,None,N/A
Aquarius,Payton the Penguin (Medium),https://beaniepedia.com/beanies/flippables/payton-the-penguin-medium/,https://beaniepedia.com/beanies/files/2019/01/payton.jpg,Flippables,36434,N/A,1,C1,20 January,01/06/2018,2018,-,N/A,None,N/A
Aquarius,Payton the Penguin,https://beaniepedia.com/beanies/flippables/payton-the-penguin/,https://beaniepedia.com/beanies/files/2019/01/payton.jpg,Flippables,36264,N/A,1,C1,20 January,01/06/2018,2018,-,N/A,None,N/A
Aquarius,Cherie the Unicorn (Medium),https://beaniepedia.com/beanies/beanie-boos/cherie-the-unicorn-medium/,https://beaniepedia.com/beanies/files/2019/01/cheriebeanieboo2-1.jpg,Beanie Boos,N/A,White,4,C1,09 February,01/01/2019,2019,-,Unicorn,Valentine's Day,N/A
Aquarius,Cherie the Unicorn,https://beaniepedia.com/beanies/beanie-boos/cherie-the-unicorn/,https://beaniepedia.com/beanies/files/2019/01/cheriebeanieboo2-1.jpg,Beanie Boos,N/A,White,4,C1,09 February,01/01/2019,2019,-,Unicorn,None,N/A
Gemini,Moonlight the Owl (Medium),https://beaniepedia.com/beanies/flippables/moonlight-the-owl-medium/,https://beaniepedia.com/beanies/files/2019/01/moonlightbuddy-1000x1000.jpg,Flippables,36439,N/A,1,C1,05 June,01/06/2018,2018,-,N/A,None,N/A
Gemini,Moonlight the Owl,https://beaniepedia.com/beanies/flippables/moonlight-the-owl/,https://beaniepedia.com/beanies/files/2019/01/moonlight.jpg,Flippables,36269,N/A,1,C1,05 June,01/06/2018,2018,-,N/A,None,N/A
Pisces,Malibu the Cat (Medium),https://beaniepedia.com/beanies/flippables/malibu-the-cat-medium/,https://beaniepedia.com/beanies/files/2019/01/malibu.jpg,Flippables,36430,N/A,1,C1,19 February,01/06/2018,2018,-,Cat,None,N/A
Pisces,Malibu the Cat,https://beaniepedia.com/beanies/flippables/malibu-the-cat/,https://beaniepedia.com/beanies/files/2019/01/malibu.jpg,Flippables,36261,N/A,1,C1,19 February,01/06/2018,2018,-,Cat,None,N/A
Taurus,Yappy the Chihuahua,https://beaniepedia.com/beanies/flippables/yappy-the-chihuahua/,https://beaniepedia.com/beanies/files/2019/01/yappy.jpg,Flippables,36268,N/A,1,C1,12 May,01/06/2018,2018,-,Dog,None,N/A
Leo,Jewel the Fox (Medium),https://beaniepedia.com/beanies/flippables/jewel-the-fox-medium/,https://beaniepedia.com/beanies/files/2019/01/jewel.jpg,Flippables,36270,N/A,1,C1,22 August,01/06/2018,2018,-,Fox,None,N/A
Leo,Jewel the Fox,https://beaniepedia.com/beanies/flippables/jewel-the-fox/,https://beaniepedia.com/beanies/files/2019/01/jewel.jpg,Flippables,36270,N/A,1,C1,22 August,01/06/2018,2018,-,Fox,None,N/A
Pisces,Diamond the Unicorn (Medium),https://beaniepedia.com/beanies/flippables/diamond-the-unicorn-medium/,https://beaniepedia.com/beanies/files/2019/01/diamond.jpg,Flippables,36435,N/A,1,C1,01 March,01/06/2018,2018,-,Unicorn,None,N/A
Pisces,Diamond the Unicorn,https://beaniepedia.com/beanies/flippables/diamond-the-unicorn/,https://beaniepedia.com/beanies/files/2019/01/diamond.jpg,Flippables,36265,N/A,1,C1,01 March,01/06/2018,2018,-,Unicorn,None,N/A
Libra,Crunch the Dinosaur (Medium),https://beaniepedia.com/beanies/flippables/crunch-the-dinosaur-medium/,https://beaniepedia.com/beanies/files/2019/01/crunch.jpg,Flippables,36429,N/A,1,C1,12 October,01/06/2018,2018,-,Dinosaur,None,N/A
Libra,Crunch the Dinosaur,https://beaniepedia.com/beanies/flippables/crunch-the-dinosaur/,https://beaniepedia.com/beanies/files/2019/01/crunch.jpg,Flippables,36260,N/A,1,C1,12 October,01/06/2018,2018,-,Dinosaur,None,N/A
Scorpio,Freedom the Cat,https://beaniepedia.com/beanies/beanie-boos/freedom-the-cat/,https://beaniepedia.com/beanies/files/2019/01/freedomboo.jpg,Beanie Boos,36883,N/A,4,C1,12 November,01/03/2018,2018,-,Cat,Independence Day,N/A
Libra,Franky the Bear (Key Clip),https://beaniepedia.com/beanies/beanie-boos/franky-the-bear-key-clip/,https://beaniepedia.com/beanies/files/2019/01/frankbookey.jpg,Beanie Boos,36562,Pink,4,C1,17 October,01/05/2018,2018,-,Bear,None,N/A
Libra,Franky the Bear (Medium),https://beaniepedia.com/beanies/beanie-boos/franky-the-bear-medium/,https://beaniepedia.com/beanies/files/2019/01/frankyboo.jpg,Beanie Boos,36420,Pink,4,C1,17 October,01/04/2018,2018,-,Bear,None,N/A
Libra,Franky the Bear,https://beaniepedia.com/beanies/beanie-boos/franky-the-bear/,https://beaniepedia.com/beanies/files/2019/01/frankyboo.jpg,Beanie Boos,36899,Pink,4,C1,17 October,01/01/2018,2018,-,Bear,None,N/A
Gemini,Fluffy the Cat (Key Clip),https://beaniepedia.com/beanies/beanie-boos/fluffy-the-cat-key-clip/,https://beaniepedia.com/beanies/files/2019/01/fluffycatbookey.jpg,Beanie Boos,35213,Rainbow,4,C1,25 May,01/02/2018,2018,-,Cat,Claire's,N/A
Gemini,Fluffy the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/fluffy-the-cat-medium/,https://beaniepedia.com/beanies/files/2019/01/fluffycatboo.jpg,Beanie Boos,37273,Rainbow,4,C1,25 May,01/02/2018,2018,-,Cat,Claire's,N/A
Gemini,Fluffy the Cat,https://beaniepedia.com/beanies/beanie-boos/fluffy-the-cat/,https://beaniepedia.com/beanies/files/2019/01/fluffycatboo.jpg,Beanie Boos,36153,Rainbow,4,C1,25 May,01/02/2018,2018,-,Cat,Claire's,N/A
Capricorn,Flippy the Fish (Key Clip),https://beaniepedia.com/beanies/beanie-boos/flippy-the-fish-key-clip/,https://beaniepedia.com/beanies/files/2019/01/flippybookey.jpg,Beanie Boos,35034,Rainbow,4,C1,03 January,01/01/2017,2017,-,Fish,None,N/A
Capricorn,Flippy the Fish (Large),https://beaniepedia.com/beanies/beanie-boos/flippy-the-fish-large/,https://beaniepedia.com/beanies/files/2019/01/flippyboolarge.jpg,Beanie Boos,37245,Rainbow,4,C1,03 January,-,-,-,Fish,None,N/A
Capricorn,Flippy the Fish (Medium),https://beaniepedia.com/beanies/beanie-boos/flippy-the-fish-medium/,https://beaniepedia.com/beanies/files/2019/01/flippyboo.jpg,Beanie Boos,37150,Rainbow,4,C1,03 January,01/01/2017,2017,-,Fish,None,N/A
Capricorn,Flippy the Fish,https://beaniepedia.com/beanies/beanie-boos/flippy-the-fish/,https://beaniepedia.com/beanies/files/2019/01/flippyboo.jpg,Beanie Boos,37242,Rainbow,4,C1,03 January,01/01/2017,2017,-,Fish,None,N/A
Cancer,Firecracker the Cat,https://beaniepedia.com/beanies/beanie-boos/firecracker-the-cat/,https://beaniepedia.com/beanies/files/2019/01/firecrackerboo.jpg,Beanie Boos,37184,N/A,4,C1,01 July,01/04/2016,2016,-,Cat,Independence Day,N/A
Taurus,Feathers the Turkey,https://beaniepedia.com/beanies/beanie-boos/feathers-the-turkey/,https://beaniepedia.com/beanies/files/2019/01/feathersboo.jpg,Beanie Boos,37187,Brown,4,C1,09 May,01/09/2016,2016,-,Bird,Thanksgiving,N/A
Taurus,Fantasia the Unicorn (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/01/fantasiaboo.jpg,Beanie Boos,36199,Pink,4,C1,08 May,-,-,-,Unicorn,Charity,N/A
Taurus,Fantasia the Unicorn (Extra Large),https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn-extra-large/,https://beaniepedia.com/beanies/files/2019/01/fantasiabooxl.jpg,Beanie Boos,99998,Pink,4,C1,08 May,-,-,-,Unicorn,None,N/A
ERROR,Everest the Husky (Key Clip),https://beaniepedia.com/beanies/beanie-boos/everest-the-husky-key-clip/,https://beaniepedia.com/beanies/files/2019/01/everestbookey.jpg,Beanie Boos,41275,Purple,4,C1,None,01/06/2018,2018,-,Dog,Paw Patrol,N/A
ERROR,Everest the Husky (Large),https://beaniepedia.com/beanies/beanie-boos/everest-the-husky-large/,https://beaniepedia.com/beanies/files/2019/01/everestboolarge.jpg,Beanie Boos,90256,Purple,4,C1,None,01/06/2018,2018,-,Dog,Paw Patrol,N/A
ERROR,Everest the Husky (Medium),https://beaniepedia.com/beanies/beanie-boos/everest-the-husky-medium/,https://beaniepedia.com/beanies/files/2019/01/everestboo.jpg,Beanie Boos,96336,Purple,4,C1,None,01/06/2018,2018,-,Dog,Paw Patrol,N/A
ERROR,Everest the Paw Patrol Husky,https://beaniepedia.com/beanies/beanie-boos/everest-the-paw-patrol-husky/,https://beaniepedia.com/beanies/files/2019/01/everestboo.jpg,Beanie Boos,41300,Purple,4,C1,None,01/06/2018,2018,-,Dog,Paw Patrol,N/A
Aries,Enchanted the Unicorn Owl,https://beaniepedia.com/beanies/beanie-boos/enchanted-the-unicorn-owl/,https://beaniepedia.com/beanies/files/2019/01/enchantedboo.jpg,Beanie Boos,36253,Rainbow,4,C1,25 March,01/06/2018,2018,-,N/A,None,N/A
Virgo,Ellie the Elephant (Large),https://beaniepedia.com/beanies/beanie-boos/ellie-the-elephant-large-2/,https://beaniepedia.com/beanies/files/2019/01/ellieboolarge.jpg,Beanie Boos,36815,Pink,4,C1,27 August,01/11/2014,2014,-,Elephant,Justice Stores,N/A
Pisces,Echo the Dolphin,https://beaniepedia.com/beanies/beanie-boos/echo-the-dolphin-2/,https://beaniepedia.com/beanies/files/2019/01/echoboo.jpg,Beanie Boos,36888,Grey,4,C1,22 February,01/11/2017,2017,-,Dolphin,None,N/A
Scorpio,Dreamer the Leopard,https://beaniepedia.com/beanies/beanie-boos/dreamer-the-leopard/,https://beaniepedia.com/beanies/files/2019/01/dreamerboo.jpg,Beanie Boos,37180,Blue,4,C1,08 November,01/04/2016,2016,-,Leopard,Justice Stores,N/A
Gemini,Dotty the Leopard (Key Clip),https://beaniepedia.com/beanies/beanie-boos/dotty-the-leopard-key-clip/,https://beaniepedia.com/beanies/files/2019/01/dottybookey.jpg,Beanie Boos,35012,Rainbow,4,C1,16 June,01/02/2016,2016,-,Leopard,None,N/A
Gemini,Dotty the Leopard (Extra Large),https://beaniepedia.com/beanies/beanie-boos/dotty-the-leopard-extra-large/,https://beaniepedia.com/beanies/files/2019/01/dottyboolarge.jpg,Beanie Boos,99997,Rainbow,4,C1,16 June,-,-,-,Leopard,None,N/A
Gemini,Dotty the Leopard (Large),https://beaniepedia.com/beanies/beanie-boos/dotty-the-leopard-large/,https://beaniepedia.com/beanies/files/2019/01/dottyboolarge.jpg,Beanie Boos,36837,Rainbow,4,C1,16 June,01/01/2017,2017,-,Leopard,None,N/A
Gemini,Dotty the Leopard (Medium),https://beaniepedia.com/beanies/beanie-boos/dotty-the-leopard-medium/,https://beaniepedia.com/beanies/files/2019/01/dottyboo.jpg,Beanie Boos,37074,Rainbow,4,C1,16 June,01/02/2016,2016,-,Leopard,None,N/A
Gemini,Dotty the Leopard,https://beaniepedia.com/beanies/beanie-boos/dotty-the-leopard/,https://beaniepedia.com/beanies/files/2019/01/dottyboo.jpg,Beanie Boos,37189,Rainbow,4,C1,16 June,01/02/2016,2016,-,Leopard,None,N/A
ERROR,Dory the Fish,https://beaniepedia.com/beanies/beanie-boos/dory-the-fish/,https://beaniepedia.com/beanies/files/2019/01/doryboo.jpg,Beanie Boos,41177,Blue,4,C1,None,28/04/2016,2016,-,Fish,Nature's Harvest,N/A
Sagittarius,Dixie the Lamb (Medium),https://beaniepedia.com/beanies/beanie-boos/dixie-the-lamb-medium/,https://beaniepedia.com/beanies/files/2019/01/dixieboo.jpg,Beanie Boos,37257,Grey,4,C1,10 December,-,-,-,Sheep,None,N/A
Sagittarius,Dixie the Lamb,https://beaniepedia.com/beanies/beanie-boos/dixie-the-lamb/,https://beaniepedia.com/beanies/files/2019/01/dixieboo.jpg,Beanie Boos,36871,Grey,4,C1,10 December,-,-,-,Sheep,None,N/A
Pisces,Dexter the Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/dexter-the-dog-medium/,https://beaniepedia.com/beanies/files/2019/01/dexterboo.jpg,Beanie Boos,37259,Brown,4,C1,09 March,01/10/2017,2017,-,Dog,None,N/A
Pisces,Dexter the Dog,https://beaniepedia.com/beanies/beanie-boos/dexter-the-dog/,https://beaniepedia.com/beanies/files/2019/01/dexterboo.jpg,Beanie Boos,36878,Brown,4,C1,09 March,01/10/2017,2017,-,Dog,None,N/A
Libra,Dart the Bat (Medium),https://beaniepedia.com/beanies/beanie-boos/dart-the-bat-medium/,https://beaniepedia.com/beanies/files/2019/01/dart.jpg,Beanie Boos,37153,Black,4,C1,18 October,01/06/2017,2017,-,Bat,Halloween,N/A
